recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
52.2143,41.0,56.3,9.1,7.257,2451.0,1747.9,0.0,0.0,0.0,0.0,1.6585,41,1.0,7
