date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,source_count,core_mentions,related_mentions
2026-04-16,두쫀쿠,4,3.2,0,0,0,0,1,4,0
2026-04-17,두쫀쿠,9,7.2,0,0,0,0,1,9,0
2026-04-18,두쫀쿠,6,4.800000000000001,0,0,0,0,1,6,0
2026-04-19,두쫀쿠,6,4.800000000000001,0,0,0,0,1,6,0
2026-04-20,두쫀쿠,9,7.2,0,0,0,0,1,9,0
2026-04-21,두쫀쿠,6,4.800000000000001,0,0,0,0,1,6,0
2026-04-22,두쫀쿠,10,8.0,0,0,0,0,1,10,0
2026-04-23,두쫀쿠,14,11.200000000000001,0,0,0,0,1,14,0
2026-04-24,두쫀쿠,7,5.6000000000000005,0,0,0,0,1,7,0
2026-04-25,두쫀쿠,5,4.0,0,0,0,0,1,5,0
2026-04-26,두쫀쿠,7,5.6000000000000005,0,0,0,0,1,7,0
2026-04-27,두쫀쿠,6,4.800000000000001,0,0,0,0,1,6,0
2026-04-28,두쫀쿠,10,8.0,0,0,0,0,1,10,0
2026-04-29,두쫀쿠,3,2.4000000000000004,0,0,0,0,1,3,0
2026-04-30,두쫀쿠,14,10.200000000000001,0,0,0,0,2,12,2
2026-05-01,두쫀쿠,19,12.400000000000002,0,0,0,0,2,13,6
2026-05-02,두쫀쿠,17,10.9,0,0,0,0,2,10,7
2026-05-03,두쫀쿠,22,14.8,0,0,0,0,2,14,8
2026-05-04,두쫀쿠,33,22.400000000000002,0,0,0,0,2,21,12
2026-05-05,두쫀쿠,19,14.8,0,0,0,0,2,15,4
2026-05-06,두쫀쿠,37,29.700000000000003,0,0,0,0,2,30,7
2026-05-07,두쫀쿠,60,55.800000000000004,0,0,0,0,2,56,4
2026-05-08,두쫀쿠,23,18.7,0,0,0,0,2,18,5
2026-05-09,두쫀쿠,26,23.3,0,0,0,0,2,25,1
2026-05-10,두쫀쿠,34,22.1,0,0,0,0,2,19,15
2026-05-11,두쫀쿠,72,49.0,0,0,0,0,2,42,30
2026-05-12,두쫀쿠,72,51.599999999999994,0,0,0,0,2,46,26
2026-05-13,두쫀쿠,31,27.7,0,0,0,0,2,28,3
2026-05-14,두쫀쿠,26,21.0,0,0,0,0,2,20,6
2026-05-15,두쫀쿠,22,17.3,0,0,0,0,2,17,5
2026-05-16,두쫀쿠,19,15.9,0,0,0,0,2,16,3
2026-05-17,두쫀쿠,19,14.3,0,0,0,0,2,14,5
2026-05-18,두쫀쿠,39,20.0,0,0,0,0,2,13,26
2026-05-19,두쫀쿠,63,49.5,0,0,0,0,2,46,17
2026-05-20,두쫀쿠,93,69.2,0,0,0,0,2,61,32
2026-05-21,두쫀쿠,65,60.0,0,0,0,0,2,61,4
2026-05-22,두쫀쿠,139,88.3,0,0,0,0,2,68,71
2026-05-23,두쫀쿠,48,44.7,0,0,0,0,2,45,3
2026-05-24,두쫀쿠,93,90.5,0,0,0,0,2,90,3
2026-05-25,두쫀쿠,325,225.1,0,0,0,0,2,184,141
2026-05-26,두쫀쿠,919,587.1,0,0,0,0,2,446,473
