date,trend_index,mention_index,view_index,engagement_index,source_index
2026-04-29,9.7,12.7,0.0,0.0,33.3
2026-04-30,14.3,31.1,0.0,0.0,33.3
2026-05-01,12.8,12.7,0.0,0.0,33.3
2026-05-02,14.1,20.7,0.0,0.0,33.3
2026-05-03,12.4,20.7,0.0,0.0,33.3
2026-05-04,16.0,34.9,0.0,0.0,33.3
2026-05-05,16.0,20.7,0.0,0.0,33.3
2026-05-06,16.0,20.7,0.0,0.0,33.3
2026-05-07,14.7,26.5,0.0,0.0,33.3
2026-05-08,23.4,12.7,76.4,74.4,33.3
2026-05-09,23.4,20.7,0.0,0.0,33.3
2026-05-10,37.3,34.9,86.0,83.6,66.7
2026-05-11,44.9,38.1,92.6,93.4,66.7
2026-05-12,47.3,34.9,0.0,0.0,33.3
2026-05-13,32.4,20.7,0.0,0.0,33.3
2026-05-14,27.5,38.1,56.2,55.3,66.7
2026-05-15,33.6,31.1,57.4,16.3,66.7
2026-05-16,34.5,26.5,0.0,0.0,33.3
2026-05-17,29.4,26.5,43.3,12.9,66.7
2026-05-18,21.0,20.7,0.0,0.0,33.3
2026-05-19,44.4,91.6,86.3,84.9,66.7
2026-05-20,51.3,100.0,0.0,0.0,33.3
2026-05-21,63.9,96.4,0.0,0.0,33.3
2026-05-22,51.7,93.7,0.0,0.0,33.3
2026-05-23,50.8,94.7,0.0,0.0,33.3
2026-05-24,60.9,92.2,79.2,62.5,66.7
2026-05-25,68.2,100.0,50.3,18.9,66.7
2026-05-26,79.1,100.0,71.5,58.3,66.7
