date,source,term,term_type,term_weight,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio
2026-06-13,youtube,왁뿌볼,canonical,1.0,50,50.0,128881.0,7538,524,8062,467705.11570381775,122791.34947845357,6.950523942167395
