date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio,source_count,core_mentions,related_mentions
2026-06-13,왁뿌볼,50,50.0,128881.0,7538.0,524.0,8062.0,467705.11570381775,122791.34947845357,6.950523942167395,1,50,0
