date,source,term,term_type,term_weight,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio
2026-06-13,youtube,왁뿌볼,canonical,1.0,50,50.0,129146.0,7554,525,8079,465741.6899346773,123022.24470178412,6.949040370615486
