date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio,source_count,core_mentions,related_mentions
2026-06-13,왁뿌볼,50,50.0,129146.0,7554.0,525.0,8079.0,465741.6899346773,123022.24470178412,6.949040370615486,1,50,0
