date,trend_index,mention_index,view_index,engagement_index,source_index
2026-04-30,18.4,30.0,0.0,0.0,33.3
2026-05-01,10.8,15.0,0.0,0.0,33.3
2026-05-02,18.4,30.0,0.0,0.0,33.3
2026-05-03,10.8,15.0,0.0,0.0,33.3
2026-05-04,15.2,23.8,0.0,0.0,33.3
2026-05-05,20.8,34.9,0.0,0.0,33.3
2026-05-06,27.1,47.6,0.0,0.0,33.3
2026-05-07,24.4,42.2,0.0,0.0,33.3
2026-05-08,22.7,38.8,0.0,0.0,33.3
2026-05-09,22.7,38.8,0.0,0.0,33.3
2026-05-10,33.4,60.1,0.0,0.0,33.3
2026-05-11,41.2,75.8,0.0,0.0,33.3
2026-05-12,41.9,77.0,0.0,0.0,33.3
2026-05-13,15.2,23.8,0.0,0.0,33.3
2026-05-14,27.1,47.6,0.0,0.0,33.3
2026-05-15,32.7,58.7,0.0,0.0,33.3
2026-05-16,22.7,38.8,0.0,0.0,33.3
2026-05-17,20.8,34.9,0.0,0.0,33.3
2026-05-18,39.4,72.2,0.0,0.0,33.3
2026-05-19,39.4,72.2,0.0,0.0,33.3
2026-05-20,31.9,57.2,0.0,0.0,33.3
2026-05-21,22.7,38.8,0.0,0.0,33.3
2026-05-22,22.7,38.8,0.0,0.0,33.3
2026-05-23,10.8,15.0,0.0,0.0,33.3
2026-05-24,18.4,30.0,0.0,0.0,33.3
2026-05-25,22.7,38.8,0.0,0.0,33.3
2026-05-26,38.2,69.7,0.0,0.0,33.3
