recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,weekly_rows
24.4857,18.7714,60.0,60.0,59.1905,347.0,347.0,7391517.0,93837.0,21301.2017,270.4236,0.8556,14
