date,trend_index,mention_index,view_index,engagement_index,source_index
2026-05-03,16.3,25.9,0.0,0.0,33.3
2026-05-04,11.2,5.7,0.0,0.0,33.3
2026-05-05,11.6,18.0,0.0,0.0,33.3
2026-05-06,9.0,10.2,0.0,0.0,33.3
2026-05-07,16.2,49.0,0.0,0.0,33.3
2026-05-08,21.5,49.9,0.0,0.0,33.3
2026-05-09,27.9,48.3,0.0,0.0,33.3
2026-05-10,28.6,53.5,0.0,0.0,33.3
2026-05-11,32.8,68.3,0.0,0.0,66.7
2026-05-12,36.8,65.7,0.0,0.0,66.7
2026-05-13,37.7,52.2,0.0,0.0,66.7
2026-05-14,34.4,48.6,0.0,0.0,66.7
2026-05-15,31.7,49.2,0.0,0.0,66.7
2026-05-16,31.3,49.9,0.0,0.0,66.7
2026-05-17,31.7,51.4,0.0,0.0,66.7
2026-05-18,32.1,51.6,0.0,0.0,66.7
2026-05-19,37.0,78.9,0.0,0.0,66.7
2026-05-20,43.7,91.8,0.0,0.0,66.7
2026-05-21,45.8,63.8,0.0,0.0,66.7
2026-05-22,44.8,73.2,0.0,0.0,66.7
2026-05-23,37.3,46.9,0.0,0.0,66.7
2026-05-24,33.4,40.6,0.0,0.0,66.7
2026-05-25,36.6,92.1,0.0,0.0,66.7
2026-05-26,45.5,100.0,0.0,0.0,66.7
