week,content_supply,weighted_supply,views,comments,engagements,view_per_item,engagement_per_item,avg_velocity,demand_pressure,content_supply_z,avg_velocity_z,demand_pressure_z
2026-03-02,2,1.6,199,6,15,99.5,7.5,1.2138777400432232,0.6069388700216116,-0.4141744818756781,-0.5972562220851827,-0.7038633854766896
2026-03-09,3,2.4000000000000004,2801,4,27,933.6666666666666,9.0,12.285730994152047,4.095243664717349,-0.39785851743815137,-0.5870377020124943,-0.611059761754161
2026-03-16,9,7.2,33208,7,360,3689.777777777778,40.0,54.619000136208214,6.068777792912024,-0.29996273081299113,-0.5479671552356854,-0.5585554281549171
2026-03-23,8,6.4,12815,2,47,1601.875,5.875,26.442061781609198,3.3052577227011497,-0.3162786952505178,-0.5739724321803128,-0.6320767205418328
2026-03-30,9,7.2,4893,13,48,543.6666666666666,5.333333333333333,9.79737760063811,1.0885975111820123,-0.29996273081299113,-0.5893342722899343,-0.6910492336385463
2026-04-06,9,7.2,363827,152,4635,40425.22222222222,515.0,823.5156009070295,91.50173343411439,-0.29996273081299113,0.1616688170332525,1.7143216096789198
2026-04-13,6,4.800000000000001,26831,9,418,4471.833333333333,69.66666666666667,111.1802338052338,18.530038967538967,-0.3489106241255713,-0.49576522586415334,-0.22703331032945825
2026-04-20,5,4.0,8112,3,61,1622.4,12.2,46.38952380952381,9.277904761904761,-0.365226588563098,-0.5555623669045839,-0.4731791123693587
2026-04-27,14,5.7,83420,38,481,5958.571428571428,34.357142857142854,235.74982861743732,16.839273472674094,-0.21838290862535753,-0.38079649607514743,-0.2720148053602446
2026-05-04,7,2.6,8414,6,82,1202.0,11.714285714285714,62.90763338828354,8.986804769754793,-0.3325946596880445,-0.5403173460016213,-0.48092360023010855
2026-05-11,10,7.1,132910,101,1431,13291.0,143.1,1126.4880802530802,112.64880802530801,-0.2836467663754644,0.4412905109462274,2.276923007405851
2026-05-18,46,39.3,600795,310,12865,13060.760869565218,279.67391304347825,3049.813405797101,66.30029143037176,0.3037279533754973,2.21638073245797,1.0438569345344835
2026-05-25,228,154.4,653926,312,21964,2868.09649122807,96.33333333333333,2868.09649122807,12.579370575561711,3.2732334810053594,2.0486691582116663,-0.38534619376393753
