date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,source_count,core_mentions,related_mentions
2026-04-29,우베,1,0.8,0,0,0,0,1,1,0
2026-04-30,우베,4,3.2,0,0,0,0,1,4,0
2026-05-01,우베,1,0.8,0,0,0,0,1,1,0
2026-05-02,우베,2,1.6,0,0,0,0,1,2,0
2026-05-03,우베,2,1.6,0,0,0,0,1,2,0
2026-05-04,우베,5,4.0,0,0,0,0,1,5,0
2026-05-05,우베,2,1.6,0,0,0,0,1,2,0
2026-05-06,우베,2,1.6,0,0,0,0,1,2,0
2026-05-07,우베,3,2.4000000000000004,0,0,0,0,1,3,0
2026-05-08,우베,1,0.8,22456,561,4,565,1,1,0
2026-05-09,우베,2,1.6,0,0,0,0,1,2,0
2026-05-10,우베,5,4.0,79584,1168,73,1241,2,5,0
2026-05-11,우베,6,4.800000000000001,190189,2396,443,2839,2,6,0
2026-05-12,우베,5,4.0,0,0,0,0,1,5,0
2026-05-13,우베,2,1.6,0,0,0,0,1,2,0
2026-05-14,우베,6,4.8,1595,48,62,110,2,6,0
2026-05-15,우베,4,3.2,1862,3,0,3,2,4,0
2026-05-16,우베,3,2.4000000000000004,0,0,0,0,1,3,0
2026-05-17,우베,3,2.4000000000000004,294,2,0,2,2,3,0
2026-05-18,우베,2,1.6,0,0,0,0,1,2,0
2026-05-19,우베,69,67.6,83112,1352,31,1383,2,69,0
2026-05-20,우베,104,103.0,0,0,0,0,1,104,0
2026-05-21,우베,85,84.4,0,0,0,0,1,85,0
2026-05-22,우베,97,74.6,0,0,0,0,1,65,32
2026-05-23,우베,106,78.1,0,0,0,0,1,67,39
2026-05-24,우베,114,69.5,32679,192,12,204,2,51,63
2026-05-25,우베,337,172.8,733,3,1,4,2,105,232
2026-05-26,우베,547,467.0,11877,132,11,143,2,433,114
