recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
60.8429,31.8286,79.1,27.8,23.0811,1520.0,1165.8,424381.0,6494.0,279.198,4.2724,1.3214,28,1.0,5
