week,content_supply,weighted_supply,views,comments,engagements,view_per_item,engagement_per_item
2026-04-27,11,11.0,13,0,0,1.1818181818181819,0.0
2026-05-04,12,12.0,1245,7,27,103.75,2.25
2026-05-11,10,10.0,0,0,0,0.0,0.0
2026-05-18,13,13.0,1536,5,6,118.15384615384616,0.46153846153846156
2026-05-25,4,4.0,0,0,0,0.0,0.0
