date,source,term,term_type,term_weight,mentions,weighted_mentions,views,likes,comments,engagements
2026-03-05,youtube,두쫀크,typo,0.8,1,0.8,197,8,6,14
2026-03-08,youtube,두쫀크,typo,0.8,1,0.8,2,1,0,1
2026-03-11,youtube,두쫀크,typo,0.8,2,1.6,2790,22,4,26
2026-03-12,youtube,두쫀크,typo,0.8,1,0.8,11,1,0,1
2026-03-18,youtube,두쫀크,typo,0.8,1,0.8,1587,5,0,5
2026-03-19,youtube,두쫀크,typo,0.8,1,0.8,23042,278,0,278
2026-03-20,youtube,두존쿠,typo,0.8,3,2.4000000000000004,4557,42,4,46
2026-03-20,youtube,두쫀크,typo,0.8,1,0.8,350,5,2,7
2026-03-21,youtube,두쫀크,typo,0.8,1,0.8,56,1,0,1
2026-03-22,youtube,두존쿠,typo,0.8,1,0.8,1865,11,0,11
2026-03-22,youtube,두쫀크,typo,0.8,1,0.8,1751,11,1,12
2026-03-23,youtube,두존쿠,typo,0.8,1,0.8,2136,13,2,15
2026-03-27,youtube,두존쿠,typo,0.8,1,0.8,1383,5,0,5
2026-03-27,youtube,두쫀크,typo,0.8,2,1.6,8776,13,0,13
2026-03-28,youtube,두존쿠,typo,0.8,2,1.6,413,8,0,8
2026-03-29,youtube,두존쿠,typo,0.8,1,0.8,1,2,0,2
2026-03-29,youtube,두쫀크,typo,0.8,1,0.8,106,4,0,4
2026-03-30,youtube,두존쿠,typo,0.8,1,0.8,450,0,1,1
2026-03-30,youtube,두쫀크,typo,0.8,1,0.8,1504,2,0,2
2026-03-31,youtube,두존쿠,typo,0.8,1,0.8,1264,3,0,3
2026-04-01,youtube,두존쿠,typo,0.8,2,1.6,597,9,7,16
2026-04-02,youtube,두쫀크,typo,0.8,1,0.8,42,5,0,5
2026-04-03,youtube,두쫀크,typo,0.8,2,1.6,637,11,5,16
2026-04-04,youtube,두존쿠,typo,0.8,1,0.8,399,5,0,5
2026-04-06,youtube,두존쿠,typo,0.8,1,0.8,971,6,0,6
2026-04-06,youtube,두쫀크,typo,0.8,1,0.8,33710,986,37,1023
2026-04-07,youtube,두존쿠,typo,0.8,2,1.6,328595,3467,115,3582
2026-04-08,youtube,두존쿠,typo,0.8,1,0.8,276,6,0,6
2026-04-12,youtube,두쫀크,typo,0.8,4,3.2,275,18,0,18
2026-04-14,youtube,두존쿠,typo,0.8,1,0.8,1520,10,0,10
2026-04-14,youtube,두쫀크,typo,0.8,1,0.8,1632,12,0,12
2026-04-16,naver_blog,두존쿠,typo,0.8,2,1.6,0,0,0,0
2026-04-16,youtube,두존쿠,typo,0.8,2,1.6,23581,385,9,394
2026-04-16,youtube,두쫀크,typo,0.8,1,0.8,69,2,0,2
2026-04-17,naver_blog,두존쿠,typo,0.8,9,7.2,0,0,0,0
2026-04-18,naver_blog,두존쿠,typo,0.8,6,4.800000000000001,0,0,0,0
2026-04-19,naver_blog,두존쿠,typo,0.8,6,4.800000000000001,0,0,0,0
2026-04-19,youtube,두존쿠,typo,0.8,1,0.8,29,0,0,0
2026-04-20,naver_blog,두존쿠,typo,0.8,9,7.2,0,0,0,0
2026-04-21,naver_blog,두존쿠,typo,0.8,6,4.800000000000001,0,0,0,0
2026-04-21,youtube,두쫀크,typo,0.8,4,3.2,8075,56,3,59
2026-04-22,naver_blog,두존쿠,typo,0.8,10,8.0,0,0,0,0
2026-04-23,naver_blog,두존쿠,typo,0.8,14,11.200000000000001,0,0,0,0
2026-04-24,naver_blog,두존쿠,typo,0.8,7,5.6000000000000005,0,0,0,0
2026-04-25,naver_blog,두존쿠,typo,0.8,5,4.0,0,0,0,0
2026-04-26,naver_blog,두존쿠,typo,0.8,7,5.6000000000000005,0,0,0,0
2026-04-26,youtube,두존쿠,typo,0.8,1,0.8,37,2,0,2
2026-04-27,naver_blog,두존쿠,typo,0.8,6,4.800000000000001,0,0,0,0
2026-04-28,naver_blog,두존쿠,typo,0.8,10,8.0,0,0,0,0
2026-04-29,naver_blog,두존쿠,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-04-29,youtube,카다이프,related,0.3,3,0.8999999999999999,24704,121,26,147
2026-04-30,naver_blog,두존쿠,typo,0.8,12,9.600000000000001,0,0,0,0
2026-05-01,naver_blog,두존쿠,typo,0.8,12,9.600000000000001,0,0,0,0
2026-05-01,youtube,두존쿠,typo,0.8,1,0.8,17,5,0,5
2026-05-01,youtube,카다이프,related,0.3,3,0.8999999999999999,46872,284,8,292
2026-05-02,naver_blog,두존쿠,typo,0.8,6,4.800000000000001,0,0,0,0
2026-05-02,youtube,카다이프,related,0.3,2,0.6,2342,10,1,11
2026-05-03,naver_blog,두존쿠,typo,0.8,8,6.4,0,0,0,0
2026-05-03,youtube,두존쿠,typo,0.8,2,1.6,79,2,0,2
2026-05-03,youtube,카다이프,related,0.3,3,0.8999999999999999,9406,21,3,24
2026-05-04,naver_blog,두존쿠,typo,0.8,11,8.8,0,0,0,0
2026-05-04,youtube,카다이프,related,0.3,1,0.3,115,7,0,7
2026-05-05,naver_blog,두존쿠,typo,0.8,7,5.6000000000000005,0,0,0,0
2026-05-06,naver_blog,두존쿠,typo,0.8,12,9.600000000000001,0,0,0,0
2026-05-06,youtube,두존쿠,typo,0.8,1,0.8,3183,31,5,36
2026-05-06,youtube,카다이프,related,0.3,2,0.6,1242,13,0,13
2026-05-07,naver_blog,두존쿠,typo,0.8,7,5.6000000000000005,0,0,0,0
2026-05-07,youtube,카다이프,related,0.3,2,0.6,2262,14,0,14
2026-05-08,naver_blog,두존쿠,typo,0.8,4,3.2,0,0,0,0
2026-05-09,naver_blog,두존쿠,typo,0.8,10,8.0,0,0,0,0
2026-05-09,youtube,카다이프,related,0.3,1,0.3,1612,11,1,12
2026-05-10,naver_blog,두존쿠,typo,0.8,7,5.6000000000000005,0,0,0,0
2026-05-11,naver_blog,두존쿠,typo,0.8,10,8.0,0,0,0,0
2026-05-11,youtube,두쫀크,typo,0.8,1,0.8,34,0,0,0
2026-05-12,naver_blog,두존쿠,typo,0.8,11,8.8,0,0,0,0
