recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
76.4,50.8286,92.8,36.6,17.6724,1970.0,1411.7,1932151.0,42434.0,980.7873,21.5401,1.1205,65,0.7831,13
