date,trend_index,mention_index,view_index,engagement_index,source_index
2026-05-08,40.0,12.7,76.4,74.4,33.3
2026-05-09,20.0,0.0,0.0,0.0,0.0
2026-05-10,27.9,12.7,86.0,83.6,33.3
2026-05-11,31.5,20.7,92.6,93.4,33.3
2026-05-12,31.5,0.0,0.0,0.0,0.0
2026-05-13,16.9,0.0,0.0,0.0,0.0
2026-05-14,10.7,12.7,56.2,55.3,33.3
2026-05-15,19.5,12.7,57.4,16.3,33.3
2026-05-16,19.5,0.0,0.0,0.0,0.0
2026-05-17,16.3,12.7,43.3,12.9,33.3
2026-05-18,7.5,0.0,0.0,0.0,0.0
2026-05-19,24.5,26.5,86.3,84.9,33.3
2026-05-20,17.0,0.0,0.0,0.0,0.0
2026-05-21,17.0,0.0,0.0,0.0,0.0
2026-05-22,0.0,0.0,0.0,0.0,0.0
2026-05-23,0.0,0.0,0.0,0.0,0.0
2026-05-24,16.6,34.9,79.2,62.5,33.3
2026-05-25,28.7,34.9,50.3,18.9,33.3
2026-05-26,50.6,71.4,71.5,58.3,33.3
