recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
52.2429,41.0,56.3,9.1,7.2063,2362.0,1678.8,0.0,0.0,0.0,0.0,1.931,29,1.0,5
