date,source,term,term_type,term_weight,mentions,weighted_mentions,views,likes,comments,engagements
2026-03-03,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-03-04,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-03-06,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-03-09,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-03-12,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-03-13,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-03-14,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-03-16,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-03-18,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-03-19,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-03-20,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-03-21,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-03-23,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-03-24,naver_blog,우배,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-03-26,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-03-29,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-03-30,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-03-31,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-04-01,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-04-04,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-04-05,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-04-06,naver_blog,우배,typo,0.8,4,3.2,0,0,0,0
2026-04-07,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-04-09,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-04-12,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-04-13,naver_blog,우배,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-04-14,naver_blog,우배,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-04-15,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-04-16,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-04-17,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-04-18,naver_blog,우배,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-04-19,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-04-21,naver_blog,우배,typo,0.8,5,4.0,0,0,0,0
2026-04-22,naver_blog,우배,typo,0.8,2,1.6,0,0,0,0
2026-04-23,naver_blog,우배,typo,0.8,3,2.4000000000000004,0,0,0,0
2026-04-24,naver_blog,우배,typo,0.8,4,3.2,0,0,0,0
2026-04-25,naver_blog,우배,typo,0.8,5,4.0,0,0,0,0
2026-04-27,naver_blog,우배,typo,0.8,6,4.800000000000001,0,0,0,0
2026-04-29,naver_blog,우배,typo,0.8,1,0.8,0,0,0,0
2026-04-30,naver_blog,우배,typo,0.8,4,3.2,0,0,0,0
2026-04-30,naver_news,ube,alias,1.0,2,2.0,0,0,0,0
2026-04-30,naver_news,우베 디저트,alias,1.0,1,1.0,0,0,0,0
2026-04-30,naver_news,필리핀 디저트,related,0.3,1,0.3,0,0,0,0
