date,source,term,term_type,term_weight,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio
2026-06-13,youtube,왁뿌볼,canonical,1.0,10,10.0,221361.0,7517,874,8391,536878.1536079254,207319.50180153793,11.625432295823357
