date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio,source_count,core_mentions,related_mentions
2026-06-13,왁뿌볼,10,10.0,221361.0,7517.0,874.0,8391.0,536878.1536079254,207319.50180153793,11.625432295823357,1,10,0
