date,trend_index,mention_index,view_index,engagement_index,source_index
2026-04-28,27.1,47.6,0.0,0.0,33.3
2026-04-29,38.8,31.6,77.1,58.7,66.7
2026-04-30,35.5,51.2,0.0,0.0,33.3
2026-05-01,47.9,54.4,82.0,66.9,66.7
2026-05-02,46.4,40.2,59.1,29.2,66.7
2026-05-03,55.0,49.7,69.8,38.7,66.7
2026-05-04,48.4,50.1,36.2,24.4,66.7
2026-05-05,41.0,40.9,0.0,0.0,33.3
2026-05-06,41.6,53.8,64.0,45.9,66.7
2026-05-07,42.6,42.8,58.9,31.8,66.7
2026-05-08,41.0,31.1,0.0,0.0,33.3
2026-05-09,38.6,48.3,56.3,30.1,66.7
2026-05-10,30.7,40.9,0.0,0.0,33.3
2026-05-11,37.1,49.5,27.1,0.0,66.7
2026-05-12,41.9,51.2,80.9,74.3,66.7
2026-05-13,49.6,40.2,61.4,32.6,66.7
2026-05-14,51.0,34.9,56.1,29.2,66.7
2026-05-15,50.6,44.5,86.4,78.8,66.7
2026-05-16,50.6,39.9,60.4,34.6,66.7
2026-05-17,50.3,40.9,45.8,21.0,66.7
2026-05-18,48.0,39.5,75.0,67.1,66.7
2026-05-19,55.7,48.6,96.9,100.0,66.7
2026-05-20,56.2,41.9,47.3,24.4,66.7
2026-05-21,65.6,86.8,85.9,80.0,66.7
2026-05-22,69.0,90.9,73.9,65.7,66.7
2026-05-23,81.3,85.2,80.5,70.0,66.7
2026-05-24,84.0,99.1,88.8,88.4,66.7
2026-05-25,87.4,100.0,86.8,82.4,66.7
2026-05-26,93.0,100.0,100.0,100.0,66.7
