date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,source_count,core_mentions,related_mentions
2026-05-03,두쫀쿠,3,2.3,0,0,0,0,1,2,1
2026-05-04,두쫀쿠,1,0.3,0,0,0,0,1,0,1
2026-05-05,두쫀쿠,2,1.3,0,0,0,0,1,1,1
2026-05-06,두쫀쿠,2,0.6,0,0,0,0,1,0,2
2026-05-07,두쫀쿠,10,8.6,0,0,0,0,1,8,2
2026-05-08,두쫀쿠,9,9.0,0,0,0,0,1,9,0
2026-05-09,두쫀쿠,9,8.3,0,0,0,0,1,8,1
2026-05-10,두쫀쿠,15,10.8,0,0,0,0,1,9,6
2026-05-11,두쫀쿠,38,22.4,0,0,0,0,2,18,20
2026-05-12,두쫀쿠,38,19.7,0,0,0,0,2,15,23
2026-05-13,두쫀쿠,12,10.100000000000001,0,0,0,0,2,11,1
2026-05-14,두쫀쿠,12,8.4,0,0,0,0,2,8,4
2026-05-15,두쫀쿠,12,8.700000000000001,0,0,0,0,2,9,3
2026-05-16,두쫀쿠,10,9.0,0,0,0,0,2,10,0
2026-05-17,두쫀쿠,13,9.700000000000001,0,0,0,0,2,10,3
2026-05-18,두쫀쿠,19,9.8,0,0,0,0,2,7,12
2026-05-19,두쫀쿠,50,37.199999999999996,0,0,0,0,2,34,16
2026-05-20,두쫀쿠,90,68.3,0,0,0,0,2,61,29
2026-05-21,두쫀쿠,23,18.0,0,0,0,0,2,19,4
2026-05-22,두쫀쿠,79,28.299999999999997,0,0,0,0,2,8,71
2026-05-23,두쫀쿠,11,7.700000000000001,0,0,0,0,2,8,3
2026-05-24,두쫀쿠,8,5.5,0,0,0,0,2,5,3
2026-05-25,두쫀쿠,74,69.3,0,0,0,0,2,69,5
2026-05-26,두쫀쿠,462,304.4,0,0,0,0,2,238,224
