date,source,term,term_type,term_weight,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio
2026-06-13,youtube,왁뿌볼,canonical,1.0,35,35.0,103913.0,8053,595,8648,164071.9113993605,93742.27458883739,7.387633474050162
2026-06-14,youtube,왁뿌볼,canonical,1.0,15,15.0,77946.0,2332,314,2646,466720.07953388826,75896.63275853197,13.459065580797258
