recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,weekly_rows
20.7143,12.8,60.0,46.7,65.4762,846.0,676.1,0.0,0.0,0.0,0.0,1.8929,5
