week,content_supply,weighted_supply,views,comments,engagements,view_per_item,engagement_per_item
2026-04-27,22,17.2,0,0,0,0.0,0.0
2026-05-04,70,53.1,0,0,0,0.0,0.0
2026-05-11,139,118.1,0,0,0,0.0,0.0
2026-05-18,177,162.5,0,0,0,0.0,0.0
2026-05-25,438,325.2,0,0,0,0.0,0.0
