recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
23.9143,28.1857,41.9,6.3,42.9253,262.0,262.0,0.0,0.0,0.0,0.0,1.0,27,1.0,5
