date,trend_index,mention_index,view_index,engagement_index,source_index
2026-04-29,0.0,0.0,0.0,0.0,0.0
2026-04-30,11.1,2.2,0.0,0.0,100.0
2026-05-01,10.3,0.5,0.0,0.0,100.0
2026-05-02,10.8,1.5,0.0,0.0,100.0
2026-05-03,10.5,1.1,0.0,0.0,100.0
2026-05-04,11.0,2.1,0.0,0.0,100.0
2026-05-05,11.0,1.9,0.0,0.0,100.0
2026-05-06,12.1,4.2,0.0,0.0,100.0
2026-05-07,11.6,3.2,0.0,0.0,100.0
2026-05-08,0.9,1.8,0.0,0.0,0.0
2026-05-09,11.0,2.1,0.0,0.0,100.0
2026-05-10,12.0,4.0,0.0,0.0,100.0
2026-05-11,17.2,14.4,0.0,0.0,100.0
2026-05-12,17.8,15.6,0.0,0.0,100.0
2026-05-13,10.8,1.6,0.0,0.0,100.0
2026-05-14,12.4,4.8,0.0,0.0,100.0
2026-05-15,12.3,4.5,0.0,0.0,100.0
2026-05-16,11.1,2.3,0.0,0.0,100.0
2026-05-17,11.1,2.2,0.0,0.0,100.0
2026-05-18,15.7,11.3,0.0,0.0,100.0
2026-05-19,16.2,12.3,0.0,0.0,100.0
2026-05-20,13.3,6.7,0.0,0.0,100.0
2026-05-21,11.7,3.4,0.0,0.0,100.0
2026-05-22,1.0,2.1,0.0,0.0,0.0
2026-05-23,13.9,7.8,0.0,0.0,100.0
2026-05-24,19.8,19.7,0.0,0.0,100.0
2026-05-25,25.3,30.6,0.0,0.0,100.0
2026-05-26,60.0,100.0,0.0,0.0,100.0
