recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
76.6714,50.8286,93.1,36.9,17.6462,1815.0,1293.1,1479465.0,36823.0,815.1322,20.2882,1.8276,29,1.0,5
