date,source,term,term_type,term_weight,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio
2026-06-05,youtube,오버핏 셔츠,canonical,1.0,5,5.0,8149.0,77,4,81,1377.9772938046967,6824.058653952915,5.128205128205128
2026-06-06,youtube,오버핏 셔츠,canonical,1.0,2,2.0,165.0,0,1,1,32.69006763212733,141.81493599586778,100.0
2026-06-07,youtube,오버핏 셔츠,canonical,1.0,5,5.0,1827.0,8,2,10,478.9158345894643,1628.657470906248,22.22222222222222
2026-06-08,youtube,오버핏 셔츠,canonical,1.0,15,15.0,4662.0,52,9,61,1638.4679718423483,4276.922747137282,16.9811320754717
2026-06-09,youtube,오버핏 셔츠,canonical,1.0,13,13.0,3465.0,14,2,16,1535.3781531027023,3236.409704806644,13.333333333333334
2026-06-10,youtube,오버핏 셔츠,canonical,1.0,6,6.0,10459.0,396,15,411,12370.48045066989,10177.415795852994,3.7783375314861463
2026-06-11,youtube,오버핏 셔츠,canonical,1.0,4,4.0,2385.0,10,0,10,11662.296851746003,2360.938651982859,0.0
