date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio,source_count,core_mentions,related_mentions
2026-06-05,오버핏 셔츠,5,5.0,8149.0,77.0,4.0,81.0,1377.9772938046967,6824.058653952915,5.128205128205128,1,5,0
2026-06-06,오버핏 셔츠,2,2.0,4157.0,38.5,2.5,41.0,705.333680718412,3482.9367949743914,52.56410256410256,1,2,0
2026-06-07,오버핏 셔츠,5,5.0,3380.3333333333335,28.333333333333332,2.3333333333333335,30.666666666666668,629.8610653420961,2864.843686951677,42.450142450142444,1,5,0
2026-06-08,오버핏 셔츠,15,15.0,3700.75,34.25,4.0,38.25,882.0127919671592,3217.8634519980783,36.082889856474765,1,15,0
2026-06-09,오버핏 셔츠,13,13.0,3653.6,30.2,3.6,33.8,1012.6858641942678,3221.5727025597917,31.532978551846476,1,13,0
2026-06-10,오버핏 셔츠,6,6.0,4787.833333333333,91.16666666666667,5.5,96.66666666666667,2905.6516286068713,4380.879884775325,26.90720504845309,1,6,0
2026-06-11,오버핏 셔츠,4,4.0,4444.571428571428,79.57142857142857,4.714285714285714,84.28571428571429,4156.600946198176,4092.3168515192588,23.06331861295979,1,4,0
