week,content_supply,weighted_supply,views,comments,engagements,view_per_item,engagement_per_item,avg_velocity,demand_pressure,content_supply_z,avg_velocity_z,demand_pressure_z
2026-05-18,244,244.0,0,0,0,0.0,0.0,0.0,0.0,-0.7071067811865476,0.0,0.0
2026-05-25,356,356.0,0,0,0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0
