recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
39.6429,42.9,46.4,0.1,14.5628,600.0,600.0,0.0,0.0,0.0,0.0,1.1111,9,1.0,2
