date,trend_index,mention_index,view_index,engagement_index,source_index
2026-04-28,15.2,23.8,0.0,0.0,33.3
2026-04-29,15.2,23.8,0.0,0.0,33.3
2026-04-30,17.9,33.1,0.0,0.0,66.7
2026-05-01,19.7,34.4,0.0,0.0,33.3
2026-05-02,24.4,45.6,0.0,0.0,66.7
2026-05-03,28.1,55.1,0.0,0.0,66.7
2026-05-04,32.7,62.1,0.0,0.0,33.3
2026-05-05,33.5,50.5,0.0,0.0,66.7
2026-05-06,37.4,78.4,0.0,0.0,66.7
2026-05-07,44.7,99.5,0.0,0.0,66.7
2026-05-08,47.6,67.9,0.0,0.0,66.7
2026-05-09,42.1,51.6,0.0,0.0,33.3
2026-05-10,35.0,57.2,0.0,0.0,66.7
2026-05-11,37.8,84.7,0.0,0.0,66.7
2026-05-12,40.2,65.9,0.0,0.0,33.3
2026-05-13,41.1,69.3,0.0,0.0,33.3
2026-05-14,38.5,69.1,0.0,0.0,66.7
2026-05-15,38.8,60.9,0.0,0.0,66.7
2026-05-16,35.9,52.2,0.0,0.0,33.3
2026-05-17,36.0,69.4,0.0,0.0,66.7
2026-05-18,38.9,78.4,0.0,0.0,66.7
2026-05-19,44.7,80.6,0.0,0.0,66.7
2026-05-20,43.7,70.1,0.0,0.0,33.3
2026-05-21,41.5,64.8,0.0,0.0,66.7
2026-05-22,39.8,70.6,0.0,0.0,66.7
2026-05-23,36.6,44.2,0.0,0.0,66.7
2026-05-24,34.4,51.4,0.0,0.0,66.7
2026-05-25,31.8,55.1,0.0,0.0,66.7
2026-05-26,41.1,100.0,0.0,0.0,66.7
