recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,weekly_rows
13.6,7.3143,62.1,24.8,78.0998,16.0,11.2,35967538.0,462862.0,2247971.125,28928.875,0.3333,5
