date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,source_count,core_mentions,related_mentions
2026-04-27,두쫀쿠,2.0,1.3,7578430.0,88008.0,649.0,88657.0,1.0,1.0,1.0
2026-04-28,두쫀쿠,1.0,0.3,16934022.0,45492.0,8.0,45500.0,1.0,0.0,1.0
2026-04-29,두쫀쿠,1.0,0.8,23896.0,55.0,20.0,75.0,1.0,1.0,0.0
2026-04-30,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-01,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-03,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,두쫀쿠,1.0,0.3,9612123.0,287944.0,4785.0,292729.0,1.0,0.0,1.0
2026-05-05,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-06,두쫀쿠,1.0,1.0,597140.0,10807.0,1031.0,11838.0,1.0,1.0,0.0
2026-05-07,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-09,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11,두쫀쿠,1.0,1.0,831789.0,13732.0,702.0,14434.0,1.0,1.0,0.0
2026-05-12,두쫀쿠,1.0,0.8,40692.0,505.0,54.0,559.0,1.0,1.0,0.0
2026-05-13,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-14,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-15,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-16,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-17,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-19,두쫀쿠,1.0,1.0,321464.0,8766.0,90.0,8856.0,1.0,1.0,0.0
2026-05-20,두쫀쿠,1.0,0.3,27982.0,206.0,8.0,214.0,1.0,0.0,1.0
2026-05-21,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-23,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-24,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25,두쫀쿠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-26,두쫀쿠,6.0,4.4,0.0,0.0,0.0,0.0,1.0,4.0,2.0
