recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
65.8571,50.7429,85.7,29.5,23.1539,808.0,576.0,1932151.0,42434.0,2391.276,52.5173,0.8193,52,0.6265,13
