recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
38.4143,39.1286,47.6,-2.6,19.2977,2302.0,1315.7,0.0,0.0,0.0,0.0,1.6897,29,1.0,5
