recent_mean,previous_mean,peak_trend_index,decline_from_peak,volatility,sharpe_ratio,short_ema,long_ema,ema_cross,active_days,weekly_rows
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0
