date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio,source_count,core_mentions,related_mentions
2026-06-05,오버핏 셔츠,5,5.0,8152.0,77.0,4.0,81.0,1378.3289132215928,6826.433567619825,5.128205128205128,1,5,0
2026-06-06,오버핏 셔츠,2,2.0,4158.5,38.5,2.5,41.0,705.5075992618212,3484.1230093828044,52.56410256410256,1,2,0
2026-06-07,오버핏 셔츠,5,5.0,3381.3333333333335,28.333333333333332,2.3333333333333335,30.666666666666668,629.9524651337798,2865.6249842314137,42.450142450142444,1,5,0
2026-06-08,오버핏 셔츠,15,15.0,3701.5,34.25,4.0,38.25,881.9963711135238,3218.4306901332047,36.082889856474765,1,15,0
2026-06-09,오버핏 셔츠,13,13.0,3655.0,30.2,3.6,33.8,1013.1240098860868,3222.779827822018,31.532978551846476,1,13,0
2026-06-10,오버핏 셔츠,6,6.0,4789.0,91.16666666666667,5.5,96.66666666666667,2904.478155866828,4381.85610142072,26.90720504845309,1,6,0
2026-06-11,오버핏 셔츠,4,4.0,4445.571428571428,79.57142857142857,4.714285714285714,84.28571428571429,4145.795078219557,4093.14769895142,23.06331861295979,1,4,0
