date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio,source_count,core_mentions,related_mentions
2026-06-13,왁뿌볼,34,34.0,104191.0,8079.0,592.0,8671.0,163605.08746318385,93947.81169878446,7.326732673267326,1,34,0
2026-06-14,왁뿌볼,16,16.0,93548.0,5221.0,454.0,5675.0,336703.44874711224,87321.06371725918,10.346953477073596,1,16,0
