week,content_supply,weighted_supply,views,comments,engagements,view_per_item,engagement_per_item,avg_velocity,demand_pressure,content_supply_z,avg_velocity_z,demand_pressure_z
2026-06-08,50,50.0,187096.0,908,11350,3741.92,227.0,13468.137949884489,269.36275899768975,0.0,0.0,0.0
