recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
76.6429,50.8286,93.0,36.8,17.5883,1813.0,1293.2,1479465.0,36823.0,816.0314,20.3105,1.8276,29,1.0,5
