recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
18.5571,16.4143,50.6,33.6,63.3258,44.0,42.0,424381.0,6494.0,9645.0227,147.5909,0.5263,10,0.5263,4
