date,canonical_keyword,mentions,weighted_mentions,views,likes,comments,engagements,source_count,core_mentions,related_mentions
2026-05-08,우베,1.0,0.8,22456.0,561.0,4.0,565.0,1.0,1.0,0.0
2026-05-09,우베,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10,우베,1.0,0.8,79584.0,1168.0,73.0,1241.0,1.0,1.0,0.0
2026-05-11,우베,2.0,1.6,190189.0,2396.0,443.0,2839.0,1.0,2.0,0.0
2026-05-12,우베,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-13,우베,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-14,우베,1.0,0.8,1595.0,48.0,62.0,110.0,1.0,1.0,0.0
2026-05-15,우베,1.0,0.8,1862.0,3.0,0.0,3.0,1.0,1.0,0.0
2026-05-16,우베,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-17,우베,1.0,0.8,294.0,2.0,0.0,2.0,1.0,1.0,0.0
2026-05-18,우베,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-19,우베,3.0,2.4000000000000004,83112.0,1352.0,31.0,1383.0,1.0,3.0,0.0
2026-05-20,우베,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-21,우베,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22,우베,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-23,우베,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-24,우베,4.0,4.0,32679.0,192.0,12.0,204.0,1.0,4.0,0.0
2026-05-25,우베,4.0,4.0,733.0,3.0,1.0,4.0,1.0,4.0,0.0
2026-05-26,우베,26.0,26.0,11877.0,132.0,11.0,143.0,1.0,26.0,0.0
