week,content_supply,weighted_supply,views,comments,engagements,view_per_item,engagement_per_item,avg_velocity,demand_pressure,content_supply_z,avg_velocity_z,demand_pressure_z
2026-04-27,43,30.4,0,0,0,0.0,0.0,0.0,0.0,-0.8664988384867334,0.0,0.0
2026-05-04,279,204.8,0,0,0,0.0,0.0,0.0,0.0,-0.3803035796116286,0.0,0.0
2026-05-11,307,164.9,0,0,0,0.0,0.0,0.0,0.0,-0.32261939635526027,0.0,0.0
2026-05-18,388,161.2,0,0,0,0.0,0.0,0.0,0.0,-0.15574729479219462,0.0,0.0
2026-05-25,1301,767.6,0,0,0,0.0,0.0,0.0,0.0,1.7251691092458166,0.0,0.0
