date,source,term,term_type,term_weight,mentions,weighted_mentions,views,likes,comments,engagements,vpd,momentum,c_l_ratio
2026-06-13,youtube,왁뿌볼,canonical,1.0,50,50.0,127307.0,7516,523,8039,466878.8795775953,121325.7916813312,6.957562857522948
