recent_mean,previous_mean,peak_trend_index,recent_slope,decline_from_peak,total_mentions,total_weighted_mentions,total_views,total_engagements,view_per_item,engagement_per_item,source_diversity,active_days,coverage_ratio,weekly_rows
54.6286,36.9143,56.2,3.2,2.7961,1923.0,1528.3,0.0,0.0,0.0,0.0,1.0824,66,0.7765,13
